GID_0,NAME_0,GID_1,NAME_1,GID_2,NAME_2,GID_3,NAME_3,AEZ_id
ETH,Ethiopia,ETH.11_1,Tigray,ETH.11.2_1,Eastern,ETH.11.2.4_1,Ganta Afeshum,Tigray
ETH,Ethiopia,ETH.11_1,Tigray,ETH.11.2_1,Eastern,ETH.11.2.5_1,Gulo Mekeda,Tigray
ETH,Ethiopia,ETH.11_1,Tigray,ETH.11.2_1,Eastern,ETH.11.2.6_1,Hawuzen,Tigray
ETH,Ethiopia,ETH.11_1,Tigray,ETH.11.2_1,Eastern,ETH.11.2.7_1,Kilte Awlaleo,Tigray
ETH,Ethiopia,ETH.11_1,Tigray,ETH.11.2_1,Eastern,ETH.11.2.8_1,Saesie Tsaeda Emba,Tigray
ETH,Ethiopia,ETH.11_1,Tigray,ETH.11.2_1,Eastern,ETH.11.2.9_1,Wukro Town,Tigray
ETH,Ethiopia,ETH.11_1,Tigray,ETH.11.3_1,Mekele Special,ETH.11.3.1_1,Adhaki,Tigray
ETH,Ethiopia,ETH.11_1,Tigray,ETH.11.3_1,Mekele Special,ETH.11.3.2_1,Ayder,Tigray
ETH,Ethiopia,ETH.11_1,Tigray,ETH.11.3_1,Mekele Special,ETH.11.3.3_1,Hadnet,Tigray
ETH,Ethiopia,ETH.11_1,Tigray,ETH.11.3_1,Mekele Special,ETH.11.3.4_1,Hawelti,Tigray
ETH,Ethiopia,ETH.11_1,Tigray,ETH.11.3_1,Mekele Special,ETH.11.3.5_1,Kedamay Weyane,Tigray
ETH,Ethiopia,ETH.11_1,Tigray,ETH.11.3_1,Mekele Special,ETH.11.3.6_1,Kuha,Tigray
ETH,Ethiopia,ETH.11_1,Tigray,ETH.11.3_1,Mekele Special,ETH.11.3.7_1,Semen,Tigray
ETH,Ethiopia,ETH.11_1,Tigray,ETH.11.4_1,North Western,ETH.11.4.1_1,Asegede Tsimbila,Tigray
ETH,Ethiopia,ETH.11_1,Tigray,ETH.11.4_1,North Western,ETH.11.4.2_1,Laelay Adiyabo,Tigray
ETH,Ethiopia,ETH.11_1,Tigray,ETH.11.4_1,North Western,ETH.11.4.3_1,Medebay Zana,Tigray
ETH,Ethiopia,ETH.11_1,Tigray,ETH.11.4_1,North Western,ETH.11.4.4_1,Sheraro Town,Tigray
ETH,Ethiopia,ETH.11_1,Tigray,ETH.11.4_1,North Western,ETH.11.4.5_1,Shire,Tigray
ETH,Ethiopia,ETH.11_1,Tigray,ETH.11.4_1,North Western,ETH.11.4.6_1,Tahtay Adiyabo,Tigray
ETH,Ethiopia,ETH.11_1,Tigray,ETH.11.4_1,North Western,ETH.11.4.7_1,Tahtay Koraro,Tigray
ETH,Ethiopia,ETH.11_1,Tigray,ETH.11.4_1,North Western,ETH.11.4.8_1,Tselemti,Tigray
ETH,Ethiopia,ETH.11_1,Tigray,ETH.11.5_1,Southern,ETH.11.5.1_1,Alaje,Tigray
ETH,Ethiopia,ETH.11_1,Tigray,ETH.11.5_1,Southern,ETH.11.5.2_1,Alamata Town,Tigray
ETH,Ethiopia,ETH.11_1,Tigray,ETH.11.5_1,Southern,ETH.11.5.3_1,Endamekoni,Tigray
ETH,Ethiopia,ETH.11_1,Tigray,ETH.11.5_1,Southern,ETH.11.5.4_1,Enderta,Tigray
ETH,Ethiopia,ETH.11_1,Tigray,ETH.11.5_1,Southern,ETH.11.5.5_1,Hintalo Wajirat,Tigray
ETH,Ethiopia,ETH.11_1,Tigray,ETH.11.5_1,Southern,ETH.11.5.6_1,Korem Town,Tigray
ETH,Ethiopia,ETH.11_1,Tigray,ETH.11.5_1,Southern,ETH.11.5.7_1,Maychew Town,Tigray
ETH,Ethiopia,ETH.11_1,Tigray,ETH.11.5_1,Southern,ETH.11.5.8_1,Ofla,Tigray
ETH,Ethiopia,ETH.11_1,Tigray,ETH.11.5_1,Southern,ETH.11.5.9_1,Raya Alamata,Tigray
ETH,Ethiopia,ETH.11_1,Tigray,ETH.11.5_1,Southern,ETH.11.5.10_1,Raya Azebo,Tigray
ETH,Ethiopia,ETH.11_1,Tigray,ETH.11.5_1,Southern,ETH.11.5.11_1,Seharti Samre,Tigray
ETH,Ethiopia,ETH.11_1,Tigray,ETH.11.6_1,Western,ETH.11.6.1_1,Kafta Humera,Tigray
ETH,Ethiopia,ETH.11_1,Tigray,ETH.11.6_1,Western,ETH.11.6.2_1,Setit Humera,Tigray
ETH,Ethiopia,ETH.11_1,Tigray,ETH.11.6_1,Western,ETH.11.6.3_1,Tsegede,Tigray
ETH,Ethiopia,ETH.11_1,Tigray,ETH.11.6_1,Western,ETH.11.6.4_1,Welkayit,Tigray
ETH,Ethiopia,ETH.2_1,Afar,ETH.2.1_1,Zone 1,ETH.2.1.1_1,Afambo,Afar
ETH,Ethiopia,ETH.2_1,Afar,ETH.2.1_1,Zone 1,ETH.2.1.2_1,Aysaita,Afar
ETH,Ethiopia,ETH.2_1,Afar,ETH.2.1_1,Zone 1,ETH.2.1.3_1,Chifra,Afar
ETH,Ethiopia,ETH.2_1,Afar,ETH.2.1_1,Zone 1,ETH.2.1.4_1,Dubti,Afar
ETH,Ethiopia,ETH.2_1,Afar,ETH.2.1_1,Zone 1,ETH.2.1.5_1,Elidar,Afar
ETH,Ethiopia,ETH.2_1,Afar,ETH.2.1_1,Zone 1,ETH.2.1.6_1,Kurri,Afar
ETH,Ethiopia,ETH.2_1,Afar,ETH.2.1_1,Zone 1,ETH.2.1.7_1,Mile,Afar
ETH,Ethiopia,ETH.2_1,Afar,ETH.2.2_1,Zone 2,ETH.2.2.1_1,Ab Ala,Afar
ETH,Ethiopia,ETH.2_1,Afar,ETH.2.2_1,Zone 2,ETH.2.2.2_1,Adaa'r,Afar
ETH,Ethiopia,ETH.2_1,Afar,ETH.2.2_1,Zone 2,ETH.2.2.3_1,Afdera,Afar
ETH,Ethiopia,ETH.2_1,Afar,ETH.2.2_1,Zone 2,ETH.2.2.4_1,Berahile,Afar
ETH,Ethiopia,ETH.2_1,Afar,ETH.2.2_1,Zone 2,ETH.2.2.5_1,Bidu,Afar
ETH,Ethiopia,ETH.2_1,Afar,ETH.2.2_1,Zone 2,ETH.2.2.6_1,Dalul,Afar
ETH,Ethiopia,ETH.2_1,Afar,ETH.2.2_1,Zone 2,ETH.2.2.7_1,Erebti,Afar
ETH,Ethiopia,ETH.2_1,Afar,ETH.2.2_1,Zone 2,ETH.2.2.8_1,Koneba,Afar
ETH,Ethiopia,ETH.2_1,Afar,ETH.2.2_1,Zone 2,ETH.2.2.9_1,Logiya-Semera,Afar
ETH,Ethiopia,ETH.2_1,Afar,ETH.2.2_1,Zone 2,ETH.2.2.10_1,Megale,Afar
ETH,Ethiopia,ETH.2_1,Afar,ETH.2.3_1,Zone 3,ETH.2.3.1_1,Amibara,Afar
ETH,Ethiopia,ETH.2_1,Afar,ETH.2.3_1,Zone 3,ETH.2.3.2_1,Argoba Special,Afar
ETH,Ethiopia,ETH.2_1,Afar,ETH.2.3_1,Zone 3,ETH.2.3.3_1,Awash City,Afar
ETH,Ethiopia,ETH.2_1,Afar,ETH.2.3_1,Zone 3,ETH.2.3.4_1,Awash Fentale,Afar
ETH,Ethiopia,ETH.2_1,Afar,ETH.2.3_1,Zone 3,ETH.2.3.5_1,Bure Mudaytu,Afar
ETH,Ethiopia,ETH.2_1,Afar,ETH.2.3_1,Zone 3,ETH.2.3.6_1,Dulecha,Afar
ETH,Ethiopia,ETH.2_1,Afar,ETH.2.3_1,Zone 3,ETH.2.3.7_1,Gewane,Afar
ETH,Ethiopia,ETH.2_1,Afar,ETH.2.4_1,Zone 4,ETH.2.4.1_1,Awra,Afar
ETH,Ethiopia,ETH.2_1,Afar,ETH.2.4_1,Zone 4,ETH.2.4.2_1,Ewa,Afar
ETH,Ethiopia,ETH.2_1,Afar,ETH.2.4_1,Zone 4,ETH.2.4.3_1,Gulina,Afar
ETH,Ethiopia,ETH.2_1,Afar,ETH.2.4_1,Zone 4,ETH.2.4.4_1,Teru,Afar
ETH,Ethiopia,ETH.2_1,Afar,ETH.2.4_1,Zone 4,ETH.2.4.5_1,Yalo,Afar
ETH,Ethiopia,ETH.2_1,Afar,ETH.2.5_1,Zone 5,ETH.2.5.1_1,Dalfagi,Afar
ETH,Ethiopia,ETH.2_1,Afar,ETH.2.5_1,Zone 5,ETH.2.5.2_1,Dewe,Afar
ETH,Ethiopia,ETH.2_1,Afar,ETH.2.5_1,Zone 5,ETH.2.5.3_1,Hadelela,Afar
ETH,Ethiopia,ETH.2_1,Afar,ETH.2.5_1,Zone 5,ETH.2.5.4_1,Simurobi Gele'alo,Afar
ETH,Ethiopia,ETH.2_1,Afar,ETH.2.5_1,Zone 5,ETH.2.5.5_1,Telalak,Afar
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.1_1,Argoba Special,ETH.3.1.1_1,Argoba,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.2_1,Awi,ETH.3.2.1_1,Ankasha Guagusa,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.2_1,Awi,ETH.3.2.2_1,Banja Shekudad,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.2_1,Awi,ETH.3.2.3_1,Chagni Town,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.2_1,Awi,ETH.3.2.4_1,Dangila,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.2_1,Awi,ETH.3.2.5_1,Dangila Town,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.2_1,Awi,ETH.3.2.6_1,Fagita Lekoma,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.2_1,Awi,ETH.3.2.7_1,Guagusa Shikudad,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.2_1,Awi,ETH.3.2.8_1,Guangua,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.2_1,Awi,ETH.3.2.9_1,Injibara Town,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.2_1,Awi,ETH.3.2.10_1,Jawi,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.2_1,Awi,ETH.3.2.11_1,Zigem,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.3_1,Bahir Dar Special,ETH.3.3.1_1,Bahir Dar Town,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.4_1,East Gojjam,ETH.3.4.1_1,Aneded  ,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.4_1,East Gojjam,ETH.3.4.2_1,Awabel ,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.4_1,East Gojjam,ETH.3.4.3_1,Baso Liben ,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.4_1,East Gojjam,ETH.3.4.4_1,Bibugn ,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.4_1,East Gojjam,ETH.3.4.5_1,Debay Tilatgen ,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.4_1,East Gojjam,ETH.3.4.6_1,Debre Elias,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.4_1,East Gojjam,ETH.3.4.7_1,Debre Markos Town,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.4_1,East Gojjam,ETH.3.4.8_1,Dejen ,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.4_1,East Gojjam,ETH.3.4.9_1,Enarj Enawga  ,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.4_1,East Gojjam,ETH.3.4.10_1,Enebse Sar Midir ,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.4_1,East Gojjam,ETH.3.4.11_1,Enemay ,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.4_1,East Gojjam,ETH.3.4.12_1,Goncha Siso Enese,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.4_1,East Gojjam,ETH.3.4.13_1,Gozamin ,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.4_1,East Gojjam,ETH.3.4.14_1,Hulet Ej Enese  ,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.4_1,East Gojjam,ETH.3.4.15_1,Machakel,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.4_1,East Gojjam,ETH.3.4.16_1,Mota Town,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.4_1,East Gojjam,ETH.3.4.17_1,Shebel Berenta ,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.4_1,East Gojjam,ETH.3.4.18_1,Sinan,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.5_1,North Gondar,ETH.3.5.1_1,Adi Arkay,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.5_1,North Gondar,ETH.3.5.2_1,Alefa,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.5_1,North Gondar,ETH.3.5.3_1,Beyeda,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.5_1,North Gondar,ETH.3.5.4_1,Chilga,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.5_1,North Gondar,ETH.3.5.5_1,Dabat,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.5_1,North Gondar,ETH.3.5.6_1,Debark,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.5_1,North Gondar,ETH.3.5.7_1,Debark Town,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.5_1,North Gondar,ETH.3.5.8_1,Dembia,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.5_1,North Gondar,ETH.3.5.9_1,Gendawuha Town,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.5_1,North Gondar,ETH.3.5.10_1,Gondar Zuria,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.5_1,North Gondar,ETH.3.5.11_1,Gonder Town,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.5_1,North Gondar,ETH.3.5.12_1,Janamora,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.5_1,North Gondar,ETH.3.5.13_1,Lay Armachoho,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.5_1,North Gondar,ETH.3.5.14_1,Merab Armachoho,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.5_1,North Gondar,ETH.3.5.15_1,Merab Belesa,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.5_1,North Gondar,ETH.3.5.16_1,Metema,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.5_1,North Gondar,ETH.3.5.17_1,Misrak Belesa,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.5_1,North Gondar,ETH.3.5.18_1,Quara,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.5_1,North Gondar,ETH.3.5.19_1,Tach Armachoho,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.5_1,North Gondar,ETH.3.5.20_1,Takusa,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.5_1,North Gondar,ETH.3.5.21_1,Tegede,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.5_1,North Gondar,ETH.3.5.22_1,Tselemet,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.5_1,North Gondar,ETH.3.5.23_1,Wegera,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.6_1,North Shewa,ETH.3.6.1_1,Angolala Tera,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.6_1,North Shewa,ETH.3.6.2_1,Ankober,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.6_1,North Shewa,ETH.3.6.3_1,Antsokiya Gemza,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.6_1,North Shewa,ETH.3.6.4_1,Asagirt,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.6_1,North Shewa,ETH.3.6.5_1,Basona Werana,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.6_1,North Shewa,ETH.3.6.6_1,Berehet,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.6_1,North Shewa,ETH.3.6.7_1,Debre Berhan Town,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.6_1,North Shewa,ETH.3.6.8_1,Efrata Gidim,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.6_1,North Shewa,ETH.3.6.9_1,Ensaro ,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.6_1,North Shewa,ETH.3.6.10_1,Gishe ,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.6_1,North Shewa,ETH.3.6.11_1,Hagere Mariam Kesem,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.6_1,North Shewa,ETH.3.6.12_1,Kewet,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.6_1,North Shewa,ETH.3.6.13_1,Menz Gera Midir ,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.6_1,North Shewa,ETH.3.6.14_1,Menz Keya Gebreal,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.6_1,North Shewa,ETH.3.6.15_1,Menz Lalo Midir ,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.6_1,North Shewa,ETH.3.6.16_1,Menz Mama Midir,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.6_1,North Shewa,ETH.3.6.17_1,Merhabete,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.6_1,North Shewa,ETH.3.6.18_1,Mida Woremo ,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.6_1,North Shewa,ETH.3.6.19_1,Minjar Shenkora,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.6_1,North Shewa,ETH.3.6.20_1,Mojana Waderea,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.6_1,North Shewa,ETH.3.6.21_1,Moretna Jiru ,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.6_1,North Shewa,ETH.3.6.22_1,Saya Debirna Wayu ,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.6_1,North Shewa,ETH.3.6.23_1,Shoa Robit,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.6_1,North Shewa,ETH.3.6.24_1,Tarma Ber,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.7_1,North Wello,ETH.3.7.1_1,Bugna,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.7_1,North Wello,ETH.3.7.2_1,Dawunt,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.7_1,North Wello,ETH.3.7.3_1,Delanta,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.7_1,North Wello,ETH.3.7.4_1,Gidan,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.7_1,North Wello,ETH.3.7.5_1,Gubalafto,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.7_1,North Wello,ETH.3.7.6_1,Habru,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.7_1,North Wello,ETH.3.7.7_1,Kobo,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.7_1,North Wello,ETH.3.7.8_1,Kobo Town,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.7_1,North Wello,ETH.3.7.9_1,Lalibela Town,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.7_1,North Wello,ETH.3.7.10_1,Lasta,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.7_1,North Wello,ETH.3.7.11_1,Meket,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.7_1,North Wello,ETH.3.7.12_1,Wadla,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.7_1,North Wello,ETH.3.7.13_1,Woldiya Town,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.8_1,Oromia,ETH.3.8.1_1,Artuma Fursi,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.8_1,Oromia,ETH.3.8.2_1,Bati ,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.8_1,Oromia,ETH.3.8.3_1,Bati Town,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.8_1,Oromia,ETH.3.8.4_1,Dawa Chefa,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.8_1,Oromia,ETH.3.8.5_1,Dawe Harewa,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.8_1,Oromia,ETH.3.8.6_1,Jile Timuga,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.8_1,Oromia,ETH.3.8.7_1,Kemisie Town,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.9_1,South Gondar,ETH.3.9.1_1,Andabete,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.9_1,South Gondar,ETH.3.9.2_1,Debre Tabor Town,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.9_1,South Gondar,ETH.3.9.3_1,Dera,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.9_1,South Gondar,ETH.3.9.4_1,Ebinat,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.9_1,South Gondar,ETH.3.9.5_1,Estie,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.9_1,South Gondar,ETH.3.9.6_1,Farta,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.9_1,South Gondar,ETH.3.9.7_1,Fogera,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.9_1,South Gondar,ETH.3.9.8_1,Lay Gayint,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.9_1,South Gondar,ETH.3.9.9_1,Libokemkem,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.9_1,South Gondar,ETH.3.9.10_1,Simada,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.9_1,South Gondar,ETH.3.9.11_1,Tach Gayint,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.9_1,South Gondar,ETH.3.9.12_1,Woreta Town,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.10_1,South Wello,ETH.3.10.1_1,Albuko,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.10_1,South Wello,ETH.3.10.2_1,Ambasel,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.10_1,South Wello,ETH.3.10.3_1,Borena,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.10_1,South Wello,ETH.3.10.4_1,Dessie Town,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.10_1,South Wello,ETH.3.10.5_1,Dessie Zuria,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.10_1,South Wello,ETH.3.10.6_1,Jama,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.10_1,South Wello,ETH.3.10.7_1,Kalu,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.10_1,South Wello,ETH.3.10.8_1,Kelela,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.10_1,South Wello,ETH.3.10.9_1,Kombolcha Town,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.10_1,South Wello,ETH.3.10.10_1,Kutaber,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.10_1,South Wello,ETH.3.10.11_1,Legahida,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.10_1,South Wello,ETH.3.10.12_1,Legambo,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.10_1,South Wello,ETH.3.10.13_1,Mehal Saynt ,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.10_1,South Wello,ETH.3.10.14_1,Mekdela,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.10_1,South Wello,ETH.3.10.15_1,Sayint,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.10_1,South Wello,ETH.3.10.16_1,Tehuledere,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.10_1,South Wello,ETH.3.10.17_1,Tenta,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.10_1,South Wello,ETH.3.10.18_1,Wegidi,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.10_1,South Wello,ETH.3.10.19_1,Were Ilu ,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.10_1,South Wello,ETH.3.10.20_1,Werebabu,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.11_1,Waghemira,ETH.3.11.1_1,Abergele,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.11_1,Waghemira,ETH.3.11.2_1,Dehena,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.11_1,Waghemira,ETH.3.11.3_1,Gazgibla,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.11_1,Waghemira,ETH.3.11.4_1,Sehala,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.11_1,Waghemira,ETH.3.11.5_1,Sekota ,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.11_1,Waghemira,ETH.3.11.6_1,Sekota Town,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.11_1,Waghemira,ETH.3.11.7_1,Ziquala,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.12_1,West Gojjam,ETH.3.12.1_1,Bahir Dar Zuria ,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.12_1,West Gojjam,ETH.3.12.2_1,Bure Town,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.12_1,West Gojjam,ETH.3.12.3_1,Bure Zuria,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.12_1,West Gojjam,ETH.3.12.4_1,Debub Achefer ,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.12_1,West Gojjam,ETH.3.12.5_1,Dega Damot ,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.12_1,West Gojjam,ETH.3.12.6_1,Dembecha,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.12_1,West Gojjam,ETH.3.12.7_1,Finote Selam Town,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.12_1,West Gojjam,ETH.3.12.8_1,Gonji Kolele,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.12_1,West Gojjam,ETH.3.12.9_1,Jabi Tehnan ,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.12_1,West Gojjam,ETH.3.12.10_1,Mecha ,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.12_1,West Gojjam,ETH.3.12.11_1,Quarit ,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.12_1,West Gojjam,ETH.3.12.12_1,Sekela ,Amhara
ETH,Ethiopia,ETH.3_1,Amhara,ETH.3.12_1,West Gojjam,ETH.3.12.13_1,Semen Achefer ,Amhara
